Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
2023-03-01,2023-03-01,Master Sheet,W1WVOFEY7L3761512-Taco Ca,Austin,USA,Operating Expenses,Leasing Cost,-797.14
2023-03-01,2023-03-01,Master Sheet,W1WVOFEYGL3765007-Van Antonio,San Antonio,USA,Operating Expenses,Leasing Cost,-797.14
2023-03-01,2023-03-01,Master Sheet,W1WV0FEY1M3857772-Steely Van,San Antonio,USA,Operating Expenses,Leasing Cost,-985.74
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE3K3552142-Van-Goh,"Niagara Falls, USA",USA,Operating Expenses,Leasing Cost,-724.98
2023-03-01,2023-03-01,Master Sheet,W1WV0FEY4M3847622-Van Bilzerian,Chicago,USA,Operating Expenses,Leasing Cost,-855.07
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE1K3510469-Mallory The Metty,Boston,USA,Operating Expenses,Leasing Cost,-1060.67
2023-03-01,2023-03-01,Master Sheet,W1WV0FEYXL3754375-Little Ha,Boston,USA,Operating Expenses,Leasing Cost,-1125.18
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE5K3549159-Otto Van,Fort Lauderdale,USA,Operating Expenses,Leasing Cost,-1017.67
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE7J3349897-Lift with your back,"Niagara Falls, USA",USA,Operating Expenses,Leasing Cost,-632.89
2023-03-01,2023-03-01,Master Sheet,5YJYGDEE5MF184725-Blue Sexy,Daud Head Office,USA,Operating Expenses,Leasing Cost,-1270.43
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE6J3365394-Brown Beauty,Boston,USA,Operating Expenses,Insurance Expense,-589.97
2023-03-01,2023-03-01,Master Sheet,5FNRL5H9XBB506020-HondaConda,Miami,USA,Operating Expenses,Insurance Expense,-350.0
2023-03-01,2023-03-01,Master Sheet,5FNRL5H93BB502651-Grey Boy,Chicago,USA,Operating Expenses,Insurance Expense,-350.0
2023-03-01,2023-03-01,Master Sheet,W1WVOFEY7L3761512-Taco Ca,Austin,USA,Operating Expenses,Insurance Expense,-760.0
2023-03-01,2023-03-01,Master Sheet,W1WVOFEYGL3765007-Van Antonio,San Antonio,USA,Operating Expenses,Insurance Expense,-760.0
2023-03-01,2023-03-01,Master Sheet,W1WV0FEY1M3857772-Steely Van,San Antonio,USA,Operating Expenses,Insurance Expense,-760.0
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE3K3552142-Van-Goh,"Niagara Falls, USA",USA,Operating Expenses,Insurance Expense,504.0
2023-03-01,2023-03-01,Master Sheet,W1WV0FEY4M3847622-Van Bilzerian,Chicago,USA,Operating Expenses,Insurance Expense,-760.0
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE1K3510469-Mallory The Metty,Boston,USA,Operating Expenses,Insurance Expense,-760.0
2023-03-01,2023-03-01,Master Sheet,W1WV0FEYXL3754375-Little Ha,Boston,USA,Operating Expenses,Insurance Expense,-581.29
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE5K3549159-Otto Van,Fort Lauderdale,USA,Operating Expenses,Insurance Expense,-642.42
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE7J3349897-Lift with your back,"Niagara Falls, USA",USA,Operating Expenses,Insurance Expense,-642.42
2023-03-01,2023-03-01,Master Sheet,5YJYGDEE5MF184725-Blue Sexy,Daud Head Office,USA,Operating Expenses,Insurance Expense,-642.42
2023-03-01,2023-03-01,Xero,ASPIRATION - Aspiration       DES:P2P        ID:daud grewal               INDN:BANK OF AMERICA         CO ID:XXXXX8997  WEB,Head Office,USA,Operating Expenses,Software,-200.0
2023-03-01,2023-03-01,Xero,CLOUDINARY LTD,Head Office,USA,Operating Expenses,Software,-249.0
2023-03-01,2023-03-01,Xero,See Sight Pak,Head Office,USA,Operating Expenses,Pakistan Cost,-8000.0
2023-03-01,2023-03-01,Xero,AMAZON,Head Office,USA,Operating Expenses,Advertising and Promotion,-22.62
2023-03-01,2023-03-01,Xero,AMAZON,Head Office,USA,Operating Expenses,Advertising and Promotion,-99.51
2023-03-01,2023-03-01,Xero,Type Form,Head Office,USA,Operating Expenses,Software,-99.0
2023-03-01,2023-03-01,Xero,tower americas - TOWER AMERICAS AMSMNSAN ANTONIO 0000000040 210-223-3101,San Antonio,USA,COGS,Attractions/Tower Americas,-3572.25
2023-03-01,2023-03-01,Xero,TRK Creative Group - IN *TRK CREATIVE GROPUYALLUP WA 060IARHSNQF17322 983758,Head Office,USA,Operating Expenses,Advertising and Promotion,-2500.0
2023-03-01,2023-03-01,Xero,USPS,Head Office,USA,Operating Expenses,Postage & Shipping,-19.3
2023-03-01,2023-03-01,Xero,Incfile,Head Office,USA,Operating Expenses,Software,-29.0
2023-03-01,2023-03-01,Xero,Everglades - EVERGLADES SAFARI TIMIAMI FL 73011003060INFO@EVERGLADESSAFARIPA,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-70.0
2023-03-01,2023-03-01,Xero,Segment - SEGMENT.COM SAN FRANCISCO CA NT_NRLMC6OL +18446110621,Head Office,USA,Operating Expenses,Software,-130.5
2023-03-01,2023-03-01,Xero,Monthly Fee Business Adv Relationship - Monthly Fee Business Adv Relationship,Head Office,USA,Operating Expenses,Software,-29.95
2023-03-02,2023-03-02,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NS0RPLDJ +18008435477,"Niagara Falls, USA",USA,Operating Expenses,Software,-21.74
2023-03-02,2023-03-02,Xero,Metropolis,Austin,USA,Operating Expenses,Parking & Tolls,-270.63
2023-03-02,2023-03-02,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-71.0
2023-03-02,2023-03-02,Xero,SunPass,Miami,USA,Operating Expenses,Parking & Tolls,-50.0
2023-03-02,2023-03-02,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-71.0
2023-03-02,2023-03-02,Xero,MAGPIE TRAVEL,Head Office,USA,Operating Expenses,Advertising and Promotion,-149.0
2023-03-02,2023-03-02,Xero,DELTA SONIC CAR WASH - PURCHASE   0301 UNLIM MONTHLY SK PLUS                       DELTASONIC.CONY XXXXX1630XXXXXXXXXX5017 RECURRING           CKCD 7542 XXXXXXXXXX669408,"Niagara Falls, USA",USA,Operating Expenses,Vehicles Washes,-21.59
2023-03-02,2023-03-02,Xero,Twilio - TWILIO INC SAN FRANCISCO CA NT_NRMDQXRK +18778894546,Head Office,USA,Operating Expenses,Software,-180.27
2023-03-02,2023-03-02,Xero,Austin Detours - FH* AUSTIN DETOURS AUSTIN TX NT_NSHPSUIV +18554955551,Austin,USA,Operating Expenses,Meals and entertainment,-45.7
2023-03-02,2023-03-02,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NS0QWFTX +18008435477,"Niagara Falls, USA",USA,Operating Expenses,Vehicles Washes,-21.59
2023-03-02,2023-03-02,Xero,AMAZON PRIME - Amazon Prime Amazon.com WA 3T9D3JPL46I SHIPPINGCLUB,Daud Head Office,USA,Operating Expenses,Dues and Memberships,15.13
2023-03-02,2023-03-02,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NS0URU2K +18008435477,Head Office,USA,Operating Expenses,Software,-26.99
2023-03-02,2023-03-02,Xero,SP with a Spin - SP WITH A SPIN           SHOP.WITHASPITX,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-142.52
2023-03-02,2023-03-02,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NS0QGOLE +18008435477,Head Office,USA,Operating Expenses,Software,-21.59
2023-03-02,2023-03-02,Xero,Island Ship Centre - Meal Expense,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-107.82
2023-03-02,2023-03-02,Xero,Mikes Downtown - MIKE'S DOWNTOWN GARASAN ANTONIO 72070002 210-223-6500,San Antonio,USA,Operating Expenses,Meals and entertainment,-73.54
2023-03-02,2023-03-02,Xero,DELTA SONIC CAR WASH - PURCHASE   0301 UNLIM MONTHLY SK                            DELTASONIC.CONY XXXXX1630XXXXXXXXXX9633 RECURRING           CKCD 7542 XXXXXXXXXX669408,"Niagara Falls, USA",USA,Operating Expenses,Vehicles Washes,-24.83
2023-03-02,2023-03-02,Xero,Subway - SUBWAY GRAND ISLAND NY 11869 0 1 2 FAST FOOD RESTAURANT,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-40.33
2023-03-02,2023-03-02,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-48.45
2023-03-02,2023-03-02,Xero,GOOGLE PLAY,Head Office,USA,Operating Expenses,Advertising and Promotion,-479.28
2023-03-02,2023-03-02,Xero,North End Guarage,Boston,USA,Operating Expenses,Parking & Tolls,-400.0
2023-03-02,2023-03-02,Xero,Adobe,Head Office,USA,Operating Expenses,Software,-21.62
2023-03-02,2023-03-02,Xero,UNLIM MONTHLY SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NS0QVLW4 +18008435477,"Niagara Falls, USA",USA,Operating Expenses,Vehicles Washes,-21.59
2023-03-03,2023-03-03,Xero,AMAZON PRIME,Daud Head Office,USA,Operating Expenses,Dues and Memberships,-16.3
2023-03-03,2023-03-03,Xero,Shoreline,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-157.94
2023-03-03,2023-03-03,Xero,New England - PXY NEW ENGLAND ABOSTON MA 10601026 6179735200,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-34.0
2023-03-03,2023-03-03,Xero,Office Depot Office Max - Adrian White Purchasing,Head Office,USA,Operating Expenses,Office Supplies,-10.2
2023-03-03,2023-03-03,Xero,Scrubadub - SCRUBADUB DORCHESTERBOSTON MA 47021185 508-650-1155,Boston,USA,Operating Expenses,Vehicles Washes,-59.99
2023-03-03,2023-03-03,Xero,Bada Big,Head Office,USA,Operating Expenses,Meals and entertainment,-22.5
2023-03-03,2023-03-03,Xero,Amazon web services - PURCHASE   0302 Amazon web services                         aws.amazon.coWA XXXXX1630XXXXXXXXXX1274                     CKCD 7399 XXXXXXXXXX669408,Head Office,USA,Operating Expenses,Software,-288.54
2023-03-03,2023-03-03,Xero,Field Museum,Chicago,USA,COGS,Attractions/General,-112.0
2023-03-03,2023-03-03,Xero,LAZ Parking,San Antonio,USA,Operating Expenses,Parking & Tolls,-482.8
2023-03-03,2023-03-03,Xero,Delta Sonic - PURCHASE   0501 DELTA SONIC                                 DELTASONIC.CONY XXXXX1621XXXXXXXXXX9859 RECURRING           CKCD 7299 XXXXXXXXXX669408,Chicago,USA,Operating Expenses,Vehicles Washes,-21.59
2023-03-03,2023-03-03,Xero,Delta Sonic - PURCHASE   0501 DELTA SONIC                                 DELTASONIC.CONY XXXXX1621XXXXXXXXXX9859 RECURRING           CKCD 7299 XXXXXXXXXX669408,Chicago,USA,Operating Expenses,Vehicles Washes,-21.59
2023-03-03,2023-03-03,Xero,Chealp Co Phoenix - Arizona,Head Office,USA,Operating Expenses,Fuel Expense,-58.88
2023-03-03,2023-03-03,Xero,RITE AID STORE,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-10.49
2023-03-03,2023-03-03,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-6.99
2023-03-04,2023-03-04,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-1.42
2023-03-04,2023-03-04,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-21.89
2023-03-04,2023-03-04,Xero,Lee Carr Expense - Rendezvous at Dayboro,Head Office,USA,Operating Expenses,Travel Expense,-6173.45
2023-03-04,2023-03-04,Xero,NY & C - BT*IPOSTAL*RENEWAL MONTEBELLO NY C1RV0PSQ 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-9.99
2023-03-04,2023-03-04,Xero,I Postal - BT*IPOSTAL*STORAGE MONTEBELLO NY M9J2YJ6Z 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-8.8
2023-03-04,2023-03-04,Xero,Municipal Court - MUNICIPAL COURT - INSAN ANTONIO 9449384 VARIOUS GOVE,San Antonio,USA,Operating Expenses,Other permit fees,-39.0
2023-03-04,2023-03-04,Xero,Chicago Shorelines - PXY SHORELINE SIGCHICAGO IL 00118112 312-222-9328,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-302.16
2023-03-04,2023-03-04,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-79.0
2023-03-04,2023-03-04,Xero,NY State Department,"Niagara Falls, USA",USA,Operating Expenses,Parking & Tolls,-20.0
2023-03-04,2023-03-04,Xero,UBER EATS - AplPay UBER EATS help.uber.com PVTT12TR 8005928996,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-35.6
2023-03-04,2023-03-04,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-158.0
2023-03-05,2023-03-05,Xero,Ahrefs - FS *AHREFS.COM 877-327-8914 CA R9NRY3FRTFUD7BFEBE616318D5F 93101,Head Office,USA,Operating Expenses,Software,-194.66
2023-03-05,2023-03-05,Xero,Lone Star Cruises - PXY LONE STAR RIV512-327-1388 TX 85189933064 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-17.07
2023-03-05,2023-03-05,Xero,New England Aquarium Central Wharf - PXY NEW ENGLAND ABOSTON MA 10602015 6179735200,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-68.0
2023-03-05,2023-03-05,Xero,Lone Star Cruises - PXY LONE STAR RIV512-327-1388 TX 85189933064 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-03-05,2023-03-05,Xero,Go Daddy,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-5.45
2023-03-05,2023-03-05,Xero,Iron Cactus,Austin,USA,Operating Expenses,Meals and entertainment,-97.93
2023-03-05,2023-03-05,Xero,Lone Star Cruises - PXY LONE STAR RIV512-327-1388 TX 85189933064 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-03-05,2023-03-05,Xero,Brick Oven,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-28.58
2023-03-05,2023-03-05,Xero,Lone Star Cruises - PXY LONE STAR RIV512-327-1388 TX 85189933064 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-03-05,2023-03-05,Xero,Lone Star Cruises - PXY LONE STAR RIV512-327-1388 TX 85189933064 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-17.07
2023-03-05,2023-03-05,Xero,Steak Stone & Sushi - STEAK STONE & SUSHI NIAGARA FAL 85347053064 USFC1STEA14304,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-52.94
2023-03-05,2023-03-05,Xero,New England Aquarium Central Wharf - PXY NEW ENGLAND ABOSTON MA 10601939 6179735200,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-25.0
2023-03-05,2023-03-05,Xero,Fuller Car Washes,Chicago,USA,Operating Expenses,Vehicles Washes,-19.99
2023-03-05,2023-03-05,Xero,AMAZON,Head Office,USA,Operating Expenses,Office Supplies,-17.08
2023-03-05,2023-03-05,Xero,Division of Corporation,Fort Lauderdale,USA,Operating Expenses,Other permit fees,-143.75
2023-03-05,2023-03-05,Xero,Anytime Mailbox,Head Office,USA,Operating Expenses,Office Expenses,-9.99
2023-03-06,2023-03-06,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-16.14
2023-03-06,2023-03-06,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-46.0
2023-03-06,2023-03-06,Xero,VIATOR LIMITED - VIATOR EU LONDON GB 1350237364 447776075114,Head Office,USA,COGS,Attractions/General,-88.35
2023-03-06,2023-03-06,Xero,VISTAPRINT - VISTAPRINT WALTHAM MA VP_MWHMJ6HG 8662074955,Head Office,USA,Operating Expenses,Office Expenses,-268.39
2023-03-06,2023-03-06,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-900.0
2023-03-06,2023-03-06,Xero,uber - Gabrielle travel expense,Austin,USA,Operating Expenses,Travel Expense,-19.97
2023-03-06,2023-03-06,Xero,Sawgrass Recreation Park - FH* SAWGRASS RECREATWESTON FL NT_NTQMR0LD +18554955551,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-60.91
2023-03-06,2023-03-06,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Head Office,USA,Operating Expenses,Meals and entertainment,-23.16
2023-03-06,2023-03-06,Xero,GameStop - GAMESTOP #4029 00000BUFFALO NY 02900008703 8008838895,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-70.68
2023-03-06,2023-03-06,Xero,FH* SAWGRASS RECREATIO - CHECKCARD  0305 FH* SAWGRASS RECREATIO                      WWW.EVERGLADEFL XXXXX1630XXXXXXXXXX7994                     CKCD 7991 XXXXXXXXXX508796,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-91.37
2023-03-06,2023-03-06,Xero,VIATOR INC - VIATOR EU LONDON GB 1239228216 447776075114,Head Office,USA,COGS,Attractions/General,-88.35
2023-03-07,2023-03-07,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-43.16
2023-03-07,2023-03-07,Xero,Propark - PPL-NORTH END GARAGEBOSTON MA 16400118 860-527-2378,Boston,USA,Operating Expenses,Parking & Tolls,-400.0
2023-03-07,2023-03-07,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-2.65
2023-03-07,2023-03-07,Xero,Google - GOOGLE *ADS770490610CC@GOOGLE.C A0OQ051N ADVERTISING SERVICE,Head Office,USA,Operating Expenses,Advertising and Promotion,-500.0
2023-03-07,2023-03-07,Xero,Incfile - INCFILE LLC HOUSTON TX authorize_2 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Software,-29.0
2023-03-07,2023-03-07,Xero,HLU*HULU 2045106402153- - CHECKCARD  0306 HLU*Hulu XXXXX06402153-                     HULU.COM/BILLCA XXXXX4130XXXXXXXXXX6280 RECURRING           CKCD 4899 XXXXXXXXXX508796,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-14.99
2023-03-07,2023-03-07,Xero,AIRBNB - AIRBNB * HMHFPYPPAQ SAN FRANCIS NGF2BVX5 4158005959,Head Office,USA,COGS,Attractions/General,-595.67
2023-03-08,2023-03-08,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-1.41
2023-03-08,2023-03-08,Xero,BUBBLE BATH CAR WASHSAN ANTONIO - BUBBLE BATH CAR WASHSAN ANTONIO 30024579 210-305-9969,San Antonio,USA,Operating Expenses,Vehicles Washes,-29.0
2023-03-08,2023-03-08,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-121.8
2023-03-08,2023-03-08,Xero,BUBBLE BATH CAR WASHSAN ANTONIO - BUBBLE BATH CAR WASHSAN ANTONIO 65024582 210-305-9969,San Antonio,USA,Operating Expenses,Vehicles Washes,-29.0
2023-03-08,2023-03-08,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY RE_3MGI2UEW +18008435477,Head Office,USA,Operating Expenses,Software,26.99
2023-03-08,2023-03-08,Xero,CHECKCARD 0307 CANADIAN TIME SYSTEMS PORT COQUITLABC 74064493066820169641948 CKCD 5732 4135744508669408 INTERNATIONAL TRANSACTION FEE - CHECKCARD  0307 CANADIAN TIME SYSTEMS                       PORT COQUITLABC XXXXX4930XXXXXXXXXX1948                     CKCD 5732 XXXXXXXXXX669408                                  INTERNATIONAL TRANSACTION FEE,Head Office,USA,Operating Expenses,Bank & CC FEE,-3.1
2023-03-08,2023-03-08,Xero,Spirit Airlines - SPIRIT AIRLINES SOUTH FLORIDA FL FB444L__340 AIRLINE/AIR CARRIER,Miami,USA,Operating Expenses,Travel Expense,-301.78
2023-03-08,2023-03-08,Xero,CVB US Courts - WWW.CVB.USCOURTS.GOVSAN ANTONIO 9999999306764.9105893.15560578229,San Antonio,USA,Operating Expenses,Legal expenses,-80.0
2023-03-08,2023-03-08,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-87.55
2023-03-08,2023-03-08,Xero,UNLIM MONTHLY SK PLUS - UNLIM MONTHLY SK PLUBUFFALO NY RE_3MGHYXEW +18008435477,Head Office,USA,Operating Expenses,Software,21.59
2023-03-08,2023-03-08,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY RE_3MGHYYEW +18008435477,Head Office,USA,Operating Expenses,Software,21.59
2023-03-08,2023-03-08,Xero,CANADIAN TIME SYSTEMS - CHECKCARD  0307 CANADIAN TIME SYSTEMS                       PORT COQUITLABC XXXXX4930XXXXXXXXXX1948                     CKCD 5732 XXXXXXXXXX669408,Head Office,USA,Operating Expenses,Software,-103.18
2023-03-08,2023-03-08,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY RE_3MGHZ4EW +18008435477,Head Office,USA,Operating Expenses,Software,21.59
2023-03-08,2023-03-08,Xero,NEW ENGLAND AQUARIUM - CHECKCARD  0306 NEW ENGLAND AQUARIUM CO                     617-973-5200 MA XXXXX6830XXXXXXXXXX8220                     CKCD 7998 XXXXXXXXXX508796,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-136.0
2023-03-09,2023-03-09,Xero,Aya Notrangelo,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-97.88
2023-03-09,2023-03-09,Xero,SHORELINE SIGHTSEEING - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-100.72
2023-03-09,2023-03-09,Xero,Subway - SUBWAY GRAND ISLAND NY 11869 0 1 2 FAST FOOD RESTAURANT,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-19.84
2023-03-09,2023-03-09,Xero,OHM,Head Office,USA,Operating Expenses,Meals and entertainment,-22.1
2023-03-09,2023-03-09,Xero,Caliber Collision - CALIBER COLLISION AUSTIN TX 0524022751 888-225-4237,Austin,USA,Operating Expenses,Vehicles Repair & Maintenance,-248.91
2023-03-09,2023-03-09,Xero,TST Press and Grind - TST* PRESS & GRIND CFORT LAUDER 21105173068 RESTAURANT,Fort Lauderdale,USA,Operating Expenses,Meals and entertainment,-28.35
